division,edu,female,inc,rural,Polio.a,Polio.b,Polio.c,Polio.d,Polio.e,FCR.a,FCR.b,FCR.c,FCR.d,FCR.e,Durand.a,Durand.b,Durand.c,Durand.d,Durand.e,Curriculum.a,Curriculum.b,Curriculum.c,Curriculum.d,Curriculum.e
9,3,0,3,1,NA,NA,NA,NA,5,NA,NA,NA,3,NA,NA,NA,4,NA,NA,NA,3,NA,NA,NA
9,1,0,3,1,5,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA
9,1,1,1,1,3,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,5,NA,NA,NA,NA
9,1,1,2,1,2,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,5,NA,NA,NA,NA
9,1,1,2,1,2,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,5,NA,NA,NA,NA
9,4,1,1,0,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
9,1,0,1,1,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,4,NA,NA,NA,3,NA,NA,NA
9,4,1,3,0,5,NA,NA,NA,NA,5,NA,NA,NA,NA,4,NA,NA,NA,NA,5,NA,NA,NA,NA
9,1,1,1,1,NA,NA,NA,NA,5,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5,NA,NA,NA
9,1,1,1,1,5,NA,NA,NA,NA,5,NA,NA,NA,NA,4,NA,NA,NA,NA,5,NA,NA,NA,NA
9,1,1,3,1,4,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,5,NA,NA,NA,NA
9,1,1,1,1,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3
9,4,0,2,0,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
9,4,1,1,0,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
9,3,0,1,0,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
9,1,1,1,1,NA,4,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,4,NA,NA,2,NA,NA
9,4,0,2,0,NA,NA,NA,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,5,NA,NA
9,1,0,3,1,5,NA,NA,NA,NA,5,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA
9,1,1,1,1,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,5,NA,NA,5,NA,NA,NA
9,1,1,1,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,4,NA,NA,NA,NA,5,NA,NA,NA,NA
9,1,1,2,1,NA,NA,NA,NA,5,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5,NA,NA,NA
9,4,1,2,0,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,5,NA,5,NA,NA,NA
9,3,1,3,0,NA,NA,5,NA,NA,NA,NA,NA,4,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5
9,3,0,2,1,5,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA
9,1,1,2,0,NA,NA,NA,NA,5,NA,NA,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,5,NA
9,4,1,2,0,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
9,1,1,1,0,NA,NA,5,NA,NA,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA,5,NA
9,2,1,1,0,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,5,NA
9,5,1,1,0,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
9,3,0,3,1,NA,NA,NA,NA,4,NA,NA,NA,5,NA,NA,4,NA,NA,NA,NA,NA,5,NA,NA
9,4,0,2,1,NA,NA,NA,5,NA,NA,NA,3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4
9,5,0,2,1,NA,NA,5,NA,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,4
9,2,0,2,1,NA,5,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,4
9,1,0,1,1,4,NA,NA,NA,NA,5,NA,NA,NA,NA,3,NA,NA,NA,NA,5,NA,NA,NA,NA
9,1,0,2,1,NA,NA,5,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,3,NA,5,NA,NA,NA
9,2,1,3,1,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,3,NA,NA
9,2,0,2,1,NA,NA,4,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,4,NA
9,2,1,2,0,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5
9,1,1,1,1,4,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA
9,4,0,1,0,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
9,5,0,2,0,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
9,3,1,2,0,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
9,1,0,1,0,NA,NA,NA,NA,5,NA,NA,NA,5,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA
9,1,1,2,1,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
9,1,1,1,1,NA,NA,NA,5,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,5
9,1,1,1,1,NA,4,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,5
9,1,1,1,1,2,NA,NA,NA,NA,3,NA,NA,NA,NA,4,NA,NA,NA,NA,5,NA,NA,NA,NA
9,4,0,2,1,5,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA
9,1,1,1,1,3,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,5,NA,NA,NA,NA
9,1,1,1,1,5,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA,4,NA,NA,NA,NA
9,1,0,1,0,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
9,3,1,2,0,5,NA,NA,NA,NA,4,NA,NA,NA,NA,5,NA,NA,NA,NA,4,NA,NA,NA,NA
9,4,1,1,0,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
9,1,1,1,0,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
9,1,1,1,1,4,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,5,NA,NA,NA,NA
9,1,0,2,1,5,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA
9,4,0,2,1,NA,NA,4,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,4
9,4,0,2,1,NA,NA,NA,5,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,3,NA,4,NA,NA,NA
9,1,1,1,1,2,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,5,NA,NA,NA,NA
9,5,0,2,1,NA,NA,NA,5,NA,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA,NA,2,NA,NA
9,5,0,2,1,5,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA
9,4,0,2,1,NA,NA,5,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,4,NA,NA,4,NA,NA,NA
9,5,0,3,0,4,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA,4,NA,NA,NA,NA
9,1,0,3,1,NA,NA,NA,5,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,4,NA,NA
9,2,0,2,1,5,NA,NA,NA,NA,3,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA
9,1,0,2,1,5,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA
9,1,0,2,1,5,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA
9,2,0,2,1,NA,NA,5,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,2
9,4,1,1,1,4,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,5,NA,NA,NA,NA
9,4,0,2,1,NA,NA,NA,5,NA,NA,NA,NA,NA,4,NA,5,NA,NA,NA,NA,NA,4,NA,NA
9,1,1,1,1,NA,NA,3,NA,NA,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA,5,NA
9,5,0,2,1,NA,NA,NA,NA,5,NA,NA,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA
11,5,0,2,1,4,NA,NA,NA,NA,5,NA,NA,NA,NA,3,NA,NA,NA,NA,4,NA,NA,NA,NA
11,1,1,2,1,NA,NA,NA,NA,3,NA,NA,3,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA
11,4,0,1,1,5,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA
11,5,0,2,1,NA,NA,NA,NA,5,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,4,NA,NA
11,1,1,1,1,5,NA,NA,NA,NA,3,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA
11,3,0,2,1,5,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA,4,NA,NA,NA,NA
11,4,0,2,1,5,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA,4,NA,NA,NA,NA
11,4,0,2,1,4,NA,NA,NA,NA,5,NA,NA,NA,NA,3,NA,NA,NA,NA,4,NA,NA,NA,NA
11,4,0,2,1,5,NA,NA,NA,NA,5,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA
11,2,0,2,1,4,NA,NA,NA,NA,5,NA,NA,NA,NA,3,NA,NA,NA,NA,4,NA,NA,NA,NA
11,1,1,2,1,3,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA
11,1,1,2,1,NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2
11,5,1,1,1,4,NA,NA,NA,NA,3,NA,NA,NA,NA,4,NA,NA,NA,NA,5,NA,NA,NA,NA
11,5,0,2,1,NA,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5,NA,NA
11,1,1,1,1,NA,5,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,3,NA,NA,NA,NA,NA,2,NA
11,2,1,1,1,3,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA
11,1,1,2,1,4,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA
11,1,1,3,1,NA,NA,NA,4,NA,NA,4,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA
11,5,0,2,1,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,3
11,5,0,3,1,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,NA
11,1,1,1,1,NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2
11,5,0,2,1,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
11,1,1,3,1,4,NA,NA,NA,NA,2,NA,NA,NA,NA,4,NA,NA,NA,NA,2,NA,NA,NA,NA
11,1,1,2,1,NA,NA,NA,2,NA,NA,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1
11,1,1,2,1,NA,NA,NA,NA,4,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA
11,1,1,2,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA
11,2,0,2,1,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,4,NA,NA,NA,NA
11,4,0,2,1,5,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA
11,5,0,3,1,NA,5,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,NA
11,1,1,2,1,4,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA
11,1,1,2,1,3,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA
11,2,0,2,1,5,NA,NA,NA,NA,5,NA,NA,NA,NA,3,NA,NA,NA,NA,4,NA,NA,NA,NA
11,4,0,2,1,4,NA,NA,NA,NA,5,NA,NA,NA,NA,3,NA,NA,NA,NA,4,NA,NA,NA,NA
11,1,1,2,1,4,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA,5,NA,NA,NA,NA
11,5,0,2,1,5,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA
11,5,0,2,1,NA,5,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,4
11,1,1,2,1,3,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA
11,1,1,3,1,4,NA,NA,NA,NA,3,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA
11,1,1,2,1,3,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA
11,1,1,3,1,5,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA
11,1,1,1,1,5,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA
11,1,1,2,1,5,NA,NA,NA,NA,4,NA,NA,NA,NA,5,NA,NA,NA,NA,4,NA,NA,NA,NA
11,5,0,2,1,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
11,1,0,2,1,4,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA
11,2,1,1,1,3,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA
11,2,0,2,1,NA,NA,NA,5,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3
11,4,0,2,1,NA,NA,NA,NA,3,NA,NA,NA,4,NA,NA,NA,NA,NA,4,NA,NA,3,NA,NA
11,1,1,3,1,NA,5,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2,NA
11,4,0,3,1,NA,NA,5,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5
11,1,1,2,1,5,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA
11,1,1,1,1,NA,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA
11,2,1,2,1,4,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,5,NA,NA,NA,NA
11,2,0,2,1,NA,NA,NA,5,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,NA
11,1,0,2,1,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,3,NA,4,NA,NA,NA
11,2,0,2,1,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3
11,1,1,1,1,NA,NA,4,NA,NA,NA,NA,NA,NA,3,NA,4,NA,NA,NA,NA,NA,NA,2,NA
11,1,1,2,1,3,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA
11,1,1,2,1,3,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA
11,1,1,3,1,NA,NA,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,4,NA
11,1,1,2,1,5,NA,NA,NA,NA,3,NA,NA,NA,NA,4,NA,NA,NA,NA,2,NA,NA,NA,NA
11,1,1,3,1,NA,2,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,2,NA,NA
11,2,0,3,1,NA,NA,NA,5,NA,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,5,NA,NA
11,2,1,1,0,NA,NA,NA,NA,4,NA,NA,NA,3,NA,NA,3,NA,NA,NA,NA,NA,3,NA,NA
11,1,1,1,1,NA,NA,NA,NA,5,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,5,NA,NA
11,4,0,2,1,NA,NA,5,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,5,NA,NA,5,NA,NA,NA
11,4,1,1,0,5,NA,NA,NA,NA,5,NA,NA,NA,NA,4,NA,NA,NA,NA,5,NA,NA,NA,NA
11,1,1,1,0,NA,NA,4,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,4,NA,NA,5,NA,NA,NA
11,1,0,2,1,NA,4,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3
11,1,0,2,1,4,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA
11,1,1,1,1,5,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA
11,5,0,2,1,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,5,NA,5,NA,NA,NA
11,1,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,3,NA
11,3,0,2,1,4,NA,NA,NA,NA,3,NA,NA,NA,NA,4,NA,NA,NA,NA,5,NA,NA,NA,NA
11,1,1,1,0,4,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA
11,3,0,2,1,4,NA,NA,NA,NA,3,NA,NA,NA,NA,4,NA,NA,NA,NA,5,NA,NA,NA,NA
11,3,1,1,0,NA,NA,NA,3,NA,NA,NA,NA,NA,5,NA,NA,4,NA,NA,NA,5,NA,NA,NA
11,1,1,3,1,5,NA,NA,NA,NA,2,NA,NA,NA,NA,4,NA,NA,NA,NA,2,NA,NA,NA,NA
11,2,1,1,0,3,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
11,2,1,1,0,NA,NA,NA,4,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,5,NA,NA
11,4,1,2,0,NA,NA,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,4
11,2,0,2,1,NA,4,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,4,NA,NA,NA,NA,NA,5,NA
11,1,0,2,1,5,NA,NA,NA,NA,3,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA
11,2,0,2,1,5,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA
11,1,1,2,1,5,NA,NA,NA,NA,4,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA
11,1,0,3,1,NA,NA,NA,5,NA,NA,NA,NA,NA,4,NA,NA,5,NA,NA,NA,5,NA,NA,NA
11,2,0,2,1,4,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,4,NA,NA,NA,NA
11,2,1,2,0,NA,5,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,NA,NA,NA,5,NA,NA
11,5,0,2,1,NA,NA,NA,NA,5,NA,3,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,3,NA
11,3,0,3,1,NA,NA,NA,NA,5,NA,NA,NA,4,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA
11,2,0,2,1,NA,NA,5,NA,NA,NA,NA,NA,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,5
11,4,0,2,1,NA,NA,NA,5,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,5,NA,NA
11,1,0,2,1,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,3,NA
11,1,0,3,1,4,NA,NA,NA,NA,3,NA,NA,NA,NA,4,NA,NA,NA,NA,5,NA,NA,NA,NA
11,1,1,1,0,NA,NA,NA,4,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,5,NA,NA
11,1,1,1,0,NA,NA,NA,NA,4,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA
11,2,1,1,0,4,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA
11,2,1,1,0,3,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA
11,2,1,2,0,4,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,4,NA,NA,NA,NA
11,1,1,2,1,3,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA
11,2,1,1,0,2,NA,NA,NA,NA,5,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA
11,1,1,3,1,NA,NA,NA,5,NA,NA,NA,NA,NA,3,NA,NA,2,NA,NA,NA,3,NA,NA,NA
11,2,1,1,0,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,NA,NA,NA,NA,NA,4,NA
11,3,0,2,1,NA,NA,NA,NA,4,NA,NA,NA,3,NA,NA,NA,4,NA,NA,NA,5,NA,NA,NA
11,2,1,2,0,4,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA
11,4,1,1,0,NA,NA,4,NA,NA,NA,NA,NA,NA,5,NA,2,NA,NA,NA,NA,NA,NA,5,NA
11,1,1,2,1,NA,NA,NA,4,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,2,NA,NA
11,5,1,2,0,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,4
11,1,1,1,1,2,NA,NA,NA,NA,3,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA
11,1,1,1,0,3,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
11,3,1,1,0,NA,NA,NA,3,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,5
11,4,1,2,0,2,NA,NA,NA,NA,4,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
11,3,1,3,0,5,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,5,NA,NA,NA,NA
11,2,1,2,0,NA,NA,NA,NA,5,NA,NA,4,NA,NA,NA,NA,NA,5,NA,NA,5,NA,NA,NA
23,1,0,1,1,NA,5,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,3
23,2,0,1,1,5,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA,4,NA,NA,NA,NA
23,1,0,1,1,NA,5,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3,NA,NA,2,NA,NA
23,3,0,2,1,NA,NA,NA,NA,4,NA,NA,4,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA,NA
23,2,0,2,1,NA,NA,NA,4,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,2
23,2,0,2,1,4,NA,NA,NA,NA,3,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA
23,1,0,1,1,NA,NA,5,NA,NA,NA,NA,NA,4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2
23,1,0,1,1,5,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA,4,NA,NA,NA,NA
23,1,0,1,1,5,NA,NA,NA,NA,4,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA
23,2,0,2,1,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,4,NA,NA,NA,4,NA,NA
23,1,0,1,1,NA,NA,NA,NA,5,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA
23,1,0,1,1,NA,NA,NA,5,NA,NA,4,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,3
23,1,0,1,1,NA,NA,NA,NA,5,NA,NA,2,NA,NA,NA,NA,NA,4,NA,NA,2,NA,NA,NA
23,1,0,2,1,NA,NA,NA,5,NA,NA,NA,3,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,2
23,1,1,3,1,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,3,NA,NA,NA,NA
23,1,0,1,1,5,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,4,NA,NA,NA,NA
23,1,0,2,1,NA,5,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3
23,1,0,1,1,5,NA,NA,NA,NA,4,NA,NA,NA,NA,2,NA,NA,NA,NA,4,NA,NA,NA,NA
23,1,0,3,1,4,NA,NA,NA,NA,4,NA,NA,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA
23,1,1,2,1,NA,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA
23,5,0,2,1,NA,NA,NA,5,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2
23,1,0,1,1,5,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA
23,1,0,1,1,5,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA
23,1,0,2,1,NA,NA,NA,NA,5,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,4,NA,NA
